,Paper_title,URL,Review_scores,Average,Rank
13,OLIVES Dataset: Ophthalmic Labels for Investigating Visual Eye Semantics,https://openreview.net/forum?id=mZke5vYdF99,"[4, 7, 5, 7, 5]",5.6,14
14,Generating Synthetic RGB-D Datasets for Texture-less Surfaces Reconstruction,https://openreview.net/forum?id=WCVjhq8I2M6,"[4, 3, 6, 4, 3, 3]",3.8333333333333335,15
15,AI-Olympics: A Multi-Agent Benchmark for Evaluation of Active Inference,https://openreview.net/forum?id=duN8lWSjCQL,"[5, 4, 4, 5, 3, 4]",4.166666666666667,16
16,Forecasting Future World Events With Neural Networks,https://openreview.net/forum?id=LbOdQrnOb2q,"[7, 6, 6, 8, 7, 7, 7]",6.857142857142857,17
17,Evaluating histopathology transfer learning with ChampKit,https://openreview.net/forum?id=9gcweSoBE2,"[4, 5, 8, 6, 4, 4]",5.166666666666667,18
18,Video compression dataset and benchmark of learning-based video-quality metrics,https://openreview.net/forum?id=My5AI9aM49R,"[6, 7, 7, 8, 7]",7.0,19
19,"This is the way - lessons learned from designing and compiling LEPISZCZE, a comprehensive NLP benchmark for Polish",https://openreview.net/forum?id=CZAd_6uiUx0,"[5, 7, 6, 5, 6]",5.8,20
20,Anomaly Detection and Inter-Sensor Transfer Learning on Smart Manufacturing Datasets,https://openreview.net/forum?id=Xm2a_9YaJQ,"[4, 3, 4, 5, 3]",3.8,21
21,Benchmarking Multimodal Variational Autoencoders: GeBiD Dataset and Toolkit,https://openreview.net/forum?id=dOLkgunW5A6,"[4, 5, 4, 5, 5, 4]",4.5,22
22,Free High-Resolution Satellite Imagery: The WorldStrat Dataset,https://openreview.net/forum?id=DEigo9L8xZA,"[6, 6, 7, 7, 7, 5]",6.333333333333333,23
23,Fraud Dataset Benchmark for Automated Machine Learning Pipelines,https://openreview.net/forum?id=sOHZsPRfz5f,"[6, 5, 6, 3, 6, 5]",5.166666666666667,24
24,PorTis: A biological phenotype classification dataset for benchmarking nanopore signal-based protein analysis,https://openreview.net/forum?id=YVPdQJRRTK4,"[5, 5, 3, 6, 5]",4.8,25
25,FinRL-Meta: Market Environments and Benchmarks for Data-Driven Financial Reinforcement Learning,https://openreview.net/forum?id=LkAFwrqdRY6,"[7, 9, 9, 5, 6, 7]",7.166666666666667,26
26,Evaluating Out-of-Distribution Performance on Document Image Classifiers,https://openreview.net/forum?id=uDlkiCI5N7Y,"[7, 7, 7, 5, 3, 5]",5.666666666666667,27
27,Measuring Data,https://openreview.net/forum?id=IC8VP2iJ5PR,"[4, 4, 4, 4, 4, 5]",4.166666666666667,28
28,SafeBench: A Benchmarking Platform for Safety Evaluation of Autonomous Vehicles,https://openreview.net/forum?id=dwi57JI_-K,"[8, 6, 7, 6, 5, 7]",6.5,29
29,AnoShift: A Distribution Shift Benchmark for Unsupervised Anomaly Detection,https://openreview.net/forum?id=rbrouCKPiej,"[7, 4, 7, 6, 6]",6.0,30
30,FLAIR: Federated Learning Annotated Image Repository,https://openreview.net/forum?id=1kIZiRelqFt,"[8, 6, 7, 8, 7]",7.2,31
31,In Search of Out-of-Distribution Generalization on Graphs,https://openreview.net/forum?id=DzJQ3r7EnTQ,"[4, 5, 4, 5, 5, 6]",4.833333333333333,32
32,Towards Understanding How Machines Can Learn Causal Overhypotheses,https://openreview.net/forum?id=AnXBo3P8y8z,"[4, 5, 4, 10, 4, 7]",5.666666666666667,33
33,FETA: Towards Specializing Foundational Models for Expert Task Applications,https://openreview.net/forum?id=srHMs3mPD5y,"[4, 7, 4, 4, 8]",5.4,34
34,Imitrob: Imitation Learning Dataset for Training and Evaluating 6D Object  Pose Estimators,https://openreview.net/forum?id=Y6qh5KF0Y_v,"[4, 6, 7, 7, 6, 5]",5.833333333333333,35
35,The Dollar Street Dataset: Images Representing the Geographic and Socioeconomic Diversity of the World,https://openreview.net/forum?id=qnfYsave0U4,"[7, 7, 10, 6, 6, 6]",7.0,36
36,The Canadian Cropland Dataset: A New Land Cover Dataset for Multitemporal Deep Learning Classification in Agriculture,https://openreview.net/forum?id=bBgcnvwv41l,"[5, 4, 5, 3, 3]",4.0,37
37,Why do tree-based models still outperform deep learning on tabular data?,https://openreview.net/forum?id=Fp7__phQszn,"[6, 8, 7, 7, 6, 5]",6.5,38
38,PsyMo: A Dataset for Estimating of Self-Reported Psychometrics from Walking Patterns,https://openreview.net/forum?id=mYjd0GK4lXh,"[6, 5, 5, 5, 2, 7]",5.0,39
39,POGym: A Partially Observable Benchmark Suite for Reinforcement Learning,https://openreview.net/forum?id=QqRhz3_aDVS,"[3, 3, 4, 5, 3, 3]",3.5,40
40,ENS-10: A Dataset For Post-Processing Ensemble Weather Forecasts,https://openreview.net/forum?id=Z0s5T89qfjc,"[7, 7, 6, 6, 4]",6.0,41
41,SKINCON: A skin disease dataset densely annotated by domain experts for fine-grained debugging and analysis,https://openreview.net/forum?id=gud0qopqJc4,"[6, 7, 7, 8, 5]",6.6,42
42,Towards Better Evaluation for Dynamic Link Prediction,https://openreview.net/forum?id=1GVpwr2Tfdg,"[6, 7, 6, 6, 6]",6.2,43
43,Datasets for Understanding the Illicit Massage Industry,https://openreview.net/forum?id=bqF6crrW-eo,"[3, 2, 4, 3, 3, 3]",3.0,44
44,Myriad: a real-world testbed to bridge trajectory optimization and deep learning,https://openreview.net/forum?id=UiRSQykVNiC,"[6, 9, 5, 5, 5, 8]",6.333333333333333,45
45,A data-centric approach to table structure recognition,https://openreview.net/forum?id=-oYFYIaDh2-,"[6, 4, 4, 3]",4.25,46
46,Understanding Aesthetics with Language: A Photo Critique Dataset for Aesthetic Assessment,https://openreview.net/forum?id=-VyJim9UBxQ,"[7, 7, 6, 5]",6.25,47
47,TweetDIS: A Large Twitter Dataset for Natural Disasters Built using Weak Supervision,https://openreview.net/forum?id=6iRDhV3yrmo,"[3, 4, 4, 6, 6, 5]",4.666666666666667,48
48,ETAB: A Benchmark Suite for Visual Representation Learning in Echocardiography,https://openreview.net/forum?id=b0VDQiNLPy9,"[5, 4, 5, 8, 4]",5.2,49
49,IDEO: Large Scale Egocentric 3D Object Dataset and Benchmark Challenges,https://openreview.net/forum?id=C_QwhQq4r4x,"[5, 7, 6, 6, 6, 6]",6.0,50
50,Homekit2020: A Time Series Classification Benchmark for Influenza Prediction Using Wearable Devices,https://openreview.net/forum?id=q5IBAUCsQQ,"[4, 6, 4, 8, 5, 7, 6]",5.714285714285714,51
51,BRI3L: A brightness illusion image dataset for identification and localization of regions of illusory perception,https://openreview.net/forum?id=uufDJhmter,"[5, 6, 6, 5, 3]",5.0,52
52,A Framework for Large Scale Synthetic Graph Dataset Generation,https://openreview.net/forum?id=ueUXUjlXAMf,"[3, 6, 3, 8, 3, 4]",4.5,53
53,Addressing Resource Scarcity across Sign Languages with Multilingual Pretraining and Unified-Vocabulary Datasets,https://openreview.net/forum?id=zBBmV-i84Go,"[9, 6, 9, 7, 9, 3]",7.166666666666667,54
54,"Making Intelligence: Values, IQ, and ML Benchmarks",https://openreview.net/forum?id=T2NklUScCDH,"[4, 4, 9, 5, 6]",5.6,55
55,How Transferable are Video Representations Based on Synthetic Data?,https://openreview.net/forum?id=lRUCfzs5Hzg,"[5, 7, 4, 7, 6]",5.8,56
56,OpenXAI: Towards a Transparent Evaluation of Model Explanations,https://openreview.net/forum?id=MU2495w47rz,"[7, 3, 8, 7, 6]",6.2,57
57,DDXPlus: A New Dataset For Automatic Medical Diagnosis,https://openreview.net/forum?id=heBKnuV42O,"[4, 8, 5, 7, 5, 5]",5.666666666666667,58
58,ActionNet: A Multimodal Dataset for Human Activities Using Wearable Sensors in a Kitchen Environment,https://openreview.net/forum?id=olvz0gAdGOX,"[6, 5, 5, 6, 8]",6.0,59
59,End-to-End Multimodal Fact-Checking and Explanation Generation: A Challenging Dataset and Models,https://openreview.net/forum?id=lFYqQPqIHtd,"[5, 6, 6, 4, 4, 6]",5.166666666666667,60
60,"Look, Radiate, and Learn: Self-supervised Localisation via Radio-Visual Correspondence",https://openreview.net/forum?id=pciyt0TM31V,"[7, 4, 5, 4, 5]",5.0,61
61,PeRFception: Perception using Radiance Fields,https://openreview.net/forum?id=MzaPEKHv-0J,"[7, 7, 5, 5, 5, 7]",6.0,62
62,Nocturne: a scalable driving benchmark for bringing multi-agent learning one step closer to the real world,https://openreview.net/forum?id=DcfsR89KUa,"[5, 8, 7, 5]",6.25,63
63,FACT: Learning Governing Abstractions Behind Integer Sequences,https://openreview.net/forum?id=H4Po2dDzdFq,"[4, 6, 5, 6, 7, 10]",6.333333333333333,64
64,A Survey and Datasheet Repository of Publicly Available US Criminal Justice Datasets,https://openreview.net/forum?id=FA9jVbCIgBh,"[4, 6, 8, 5, 5, 5]",5.5,65
65,An Empirical Deep Dive into Deep Learning's Driving Dynamics,https://openreview.net/forum?id=7etfTT9ppbO,"[4, 7, 5, 4, 5]",5.0,66
66,bank-account-fraud: Tabular Dataset(s) for Fraud Detection under Multiple Bias Conditions,https://openreview.net/forum?id=UrAYT2QwOX8,"[4, 5, 5, 5, 6, 7]",5.333333333333333,67
67,Creating Variants of Freebase for Robust Development of Intelligent Tasks on Knowledge Graphs,https://openreview.net/forum?id=ikw7gqAGz7A,"[5, 5, 4, 5, 3, 3]",4.166666666666667,68
68,GraphFramEx: Towards Systematic Evaluation of Explainability Methods for Graph Neural Networks,https://openreview.net/forum?id=LnWCryDOXPz,"[7, 2, 5, 5, 4, 6]",4.833333333333333,69
69,AutoWS-Bench-101: Benchmarking Automated Weak Supervision with 100 Labels,https://openreview.net/forum?id=nQZHEunntbJ,"[6, 7, 6, 6, 7, 5]",6.166666666666667,70
70,Deep Learning-based Code Complexity Prediction,https://openreview.net/forum?id=XbC2O26s-Y2,"[4, 4, 4, 7, 7]",5.2,71
71,SATBench: Benchmarking the speed-accuracy tradeoff in object recognition by humans and dynamic neural networks,https://openreview.net/forum?id=HM4d3kKv99I,"[6, 6, 5, 7]",6.0,72
72,PRIDE: A benchmark for structure-guided protein design evaluation,https://openreview.net/forum?id=ZpHIbrET8iy,"[3, 4, 3, 7, 3, 4]",4.0,73
73,"mRI: Multi-modal 3D Human Pose Estimation Dataset using mmWave, RGB-D, and Inertial Sensors",https://openreview.net/forum?id=Oa2-cdfBxun,"[6, 5, 7, 6, 4]",5.6,74
74,Mr. Right: Multimodal Retrieval on Representation of ImaGe witH Text,https://openreview.net/forum?id=HuWeozHW0FT,"[5, 5, 8, 5, 5, 5]",5.5,75
75,How hard are computer vision datasets? Calibrating dataset difficulty to viewing time,https://openreview.net/forum?id=3dRVo6NwJAP,"[5, 7, 5, 4, 7, 7]",5.833333333333333,76
76,Offline Reinforcement Learning with Crowd-sourced Rewards,https://openreview.net/forum?id=mPL8xA2C-zq,"[6, 5, 4, 5, 6, 4]",5.0,77
77,DeepAccident: A Large-Scale Accident Dataset for Multi-Vehicle Autonomous Driving,https://openreview.net/forum?id=d48qsHzdhiu,"[4, 5, 4, 5, 4]",4.4,78
78,Critically Assessing the State of the Art in Neural Network Verification,https://openreview.net/forum?id=Oqr3AOjTm9m,"[6, 6, 4, 5, 4, 3]",4.666666666666667,79
79,Silicodata: A chest X-ray Dataset for Silicosis Detection,https://openreview.net/forum?id=pnV7n7zpLUm,"[4, 5, 6, 6]",5.25,80
80,ViSioNS: Visual Search in Natural Scenes Benchmark,https://openreview.net/forum?id=wPEXGTzZJt,"[5, 7, 7, 5, 4]",5.6,81
81,NovelCraft: A Dataset for Novelty Detection and Discovery in Open Worlds,https://openreview.net/forum?id=x-Z14aN2fdN,"[4, 5, 6, 4, 7]",5.2,82
82,A Large Scale Realistic Benchmark for Individual Treatment Effect Prediction and Uplift Modeling,https://openreview.net/forum?id=Q83-QeTB9lS,"[5, 6, 6, 5, 7]",5.8,83
83,Benchmarking Approximate k-Nearest Neighbour Search for Big High Dimensional Dynamic Data,https://openreview.net/forum?id=2QgotfvO0mO,"[4, 4, 4, 6, 5, 4]",4.5,84
84,KAIST-MTMC: A New Large-Scale Multi-Target Multiple Camera Tracking Benchmark,https://openreview.net/forum?id=H5lb8LvYPcW,"[6, 4, 8, 7, 5, 7]",6.166666666666667,85
85,EmoWild: Building an In-the-Wild Non-Cognizant Image Emotion Dataset,https://openreview.net/forum?id=YgvkaodUT7l,"[3, 3, 4, 6, 4]",4.0,86
86,TweetNERD - End to End Entity Linking Benchmark for Tweets,https://openreview.net/forum?id=5mi-CkvEqj,"[8, 6, 7, 5, 5]",6.2,87
87,The Sandbox Environment for Generalizable Agent Research (SEGAR),https://openreview.net/forum?id=r2BIXzAd1GE,"[5, 4, 6, 6, 4, 3]",4.666666666666667,88
88,StarCraftSensor: An Accessible and Interpretable Sensor Network Benchmark Dataset,https://openreview.net/forum?id=dh-WDeS9RZi,"[5, 6, 7, 4, 3]",5.0,89
89,A New Aligned Simple German Corpus,https://openreview.net/forum?id=xQL84PlElx,"[7, 7, 3, 7, 5]",5.8,90
90,A Surrogate Model Benchmark for Dynamic Climate Impact Models,https://openreview.net/forum?id=uf7cPWpaXda,"[4, 4, 5, 5, 7]",5.0,91
91,Shifts 2.0: Extending The Dataset of Real Distributional Shifts,https://openreview.net/forum?id=mIqsHtCeTQo,"[5, 6, 6, 7, 7, 4]",5.833333333333333,92
92,How Would The Viewer Feel? Estimating Wellbeing From Video Scenarios,https://openreview.net/forum?id=jbdp9m7nr0R,"[7, 8, 9]",8.0,93
93,AD-NLP: A Benchmark for Anomaly Detection in Natural Language Processing,https://openreview.net/forum?id=ZqntJDzFd3n,"[6, 5, 6, 5, 4]",5.2,94
94,Change Event Dataset for Discovery from Spatio-temporal Remote Sensing Imagery,https://openreview.net/forum?id=bKO6BPtYQA7,"[6, 4, 8, 6, 8]",6.4,95
95,Flare7K: A Phenomenological Nighttime Flare Removal Dataset,https://openreview.net/forum?id=Proso5bUa,"[5, 6, 5, 6, 8]",6.0,96
96,Social B(eye)as over Time: Dataset for Temporal Auditing of Image Tagging Algorithms,https://openreview.net/forum?id=W-VV1r1SBrL,"[6, 4, 6, 3, 7, 4]",5.0,97
97,Bagel: A Benchmark for Assessing Graph Neural Network Explanations,https://openreview.net/forum?id=fXKMkUF_GAj,"[6, 3, 6, 4, 5, 6]",5.0,98
98,Benchmarking and Analyzing 3D Human Pose and Shape Estimation Beyond Algorithms,https://openreview.net/forum?id=rjBYortWdRV,"[6, 5, 2, 6, 7, 7]",5.5,99
99,K-Radar: 4D Radar Object Detection Dataset and Benchmark for Autonomous Driving in Various Weather Conditions,https://openreview.net/forum?id=W_bsDmzwaZ7,"[7, 5, 7, 8, 6, 6]",6.5,100
100,Simulating Environments for Evaluating Scarce Resource Allocation Policies,https://openreview.net/forum?id=9-qUAxF8q9l,"[5, 6, 3, 6]",5.0,101
101,"SIMBA: Split Inference - Mechanisms, Benchmarks and Attacks",https://openreview.net/forum?id=4FNkIKC3fsE,"[4, 7, 3, 3, 4, 3]",4.0,102
102,SDWPF: A Dataset for Spatial Dynamic Wind Power Forecasting Challenge at KDD Cup 2022,https://openreview.net/forum?id=IBg_xblL3F2,"[5, 8, 3, 7, 3, 6]",5.333333333333333,103
103,A Dataset on Malicious Paper Bidding in Peer Review,https://openreview.net/forum?id=KqVMeThbhYB,"[4, 5, 5, 4, 8, 7]",5.5,104
104,MSDS: A Large-Scale Chinese Signature and Token Digit String Dataset for Handwrting Verification,https://openreview.net/forum?id=EONuSdDjJrp,"[6, 7, 4, 6, 8]",6.2,105
105,PROSPECT: Labeled Tandem Mass Spectrometry Dataset for Machine Learning in Proteomics,https://openreview.net/forum?id=4nAe0PS7D-l,"[3, 8, 3, 9, 8, 5]",6.0,106
106,WILD-SCAV: Benchmarking Deep Reinforcement Learning Algorithms in 3D Open-World Games,https://openreview.net/forum?id=FUMEGI1DyCF,"[4, 3, 4, 3, 8, 7]",4.833333333333333,107
107,FedHPO-B: A Benchmark Suite for Federated Hyperparameter Optimization,https://openreview.net/forum?id=fJZEqKer6HN,"[6, 5, 7, 5, 6, 7]",6.0,108
108,SurvBoard: Standardised Benchmarking for Multi-omics Cancer Survival Models,https://openreview.net/forum?id=Cs2hwgBmPTL,"[5, 5, 8, 3, 8]",5.8,109
109,ATVM: New Benchmarks for Accountable Text-based Visual Manipulation,https://openreview.net/forum?id=vfUNn6ypVG7,"[6, 4, 8, 4]",5.5,110
110,Tenrec: A Large-scale Multipurpose Benchmark Dataset for Recommender Systems,https://openreview.net/forum?id=PfuW84q25y9,"[6, 5, 6, 5, 7, 8]",6.166666666666667,111
111,METS-CoV: A Dataset of Medical Entity and Targeted Sentiment on COVID-19 Related Tweets,https://openreview.net/forum?id=GP1Ncd8nTgn,"[4, 8, 7, 7, 6]",6.4,112
112,VeriDark: A Large-Scale Benchmark for Authorship Verification on the Dark Web,https://openreview.net/forum?id=gvaqa_WcIR6,"[7, 4, 6, 7, 7, 9]",6.666666666666667,113
113,PulseImpute: A Novel Benchmark Task for Physiological Signal Imputation,https://openreview.net/forum?id=x_kBZYiUrxR,"[7, 4, 4, 8, 6]",5.8,114
114,DGraph: A Large-Scale Financial Dataset for Graph Anomaly Detection,https://openreview.net/forum?id=2rQPxsmjKF,"[7, 5, 5, 7, 8, 5]",6.166666666666667,115
115,WOODS: Benchmarks for Out-of-Distribution Generalization in Time Series,https://openreview.net/forum?id=x72kLyW1OG,"[7, 7, 5, 4, 6, 5]",5.666666666666667,116
116,smallSSD: A semi-supervised detection dataset for agriculture,https://openreview.net/forum?id=wtY5R198DP8,"[6, 5, 6, 7, 5, 5]",5.666666666666667,117
117,LAION-5B: An open large-scale dataset for training next generation image-text models,https://openreview.net/forum?id=M3Y74vmsMcY,"[8, 8, 7, 7, 9, 7]",7.666666666666667,118
118,CIC: Character Image Combination for Scene Text Recognition with Fewer Labels,https://openreview.net/forum?id=eSTDtFMPjv7,"[5, 5, 5, 5, 5, 6]",5.166666666666667,119
119,BOSS: A Benchmark for Human Belief Prediction in Object-context Scenarios,https://openreview.net/forum?id=-6s-5cWw_Sn,"[5, 3, 7, 7, 5, 3]",5.0,120
120,UltraMNIST Classification: A Benchmark to Train CNNs for Very Large Images,https://openreview.net/forum?id=0OVN8fE2NPq,"[6, 5, 7]",6.0,121
121,TGEA 2.0: A Large-Scale Diagnostically Annotated Dataset with Benchmark Tasks for Text Generation of Pretrained Language Models,https://openreview.net/forum?id=r2DdJQ9AJvI,"[6, 6, 6, 8, 7]",6.6,122
122,D-LORD: DYSL-AI Database for Low-Resolution Disguised Face Recognition,https://openreview.net/forum?id=0OvRYQF0FwG,"[4, 6, 5, 8, 5]",5.6,123
123,Multimodal Lecture Presentations Dataset: Understanding Multimodality in Educational Slides,https://openreview.net/forum?id=ZUK81igNmui,"[5, 5, 6, 8, 7, 7]",6.333333333333333,124
124,Measuring Novel API Use in Program Synthesis,https://openreview.net/forum?id=05z9id-kJkG,"[6, 6, 5, 6, 4, 7]",5.666666666666667,125
125,Vote'n'Rank: Revision of Benchmarking with Social Choice Theory,https://openreview.net/forum?id=3rDujJTM0nq,"[4, 4, 6, 6, 5, 7]",5.333333333333333,126
126,DongTing: A Large-scale Dataset for Anomaly Detection of the Linux Kernel,https://openreview.net/forum?id=9DnhAkyYo0,"[6, 4, 6, 4, 5, 6]",5.166666666666667,127
127,CEDe: A collection of expert-curated datasets with atom-level entity annotations for Optical Chemical Structure Recognition,https://openreview.net/forum?id=9K-8l0WgSK3,"[3, 3, 7, 6, 8, 5]",5.333333333333333,128
128,TwiBot-22: Towards Graph-Based Twitter Bot Detection,https://openreview.net/forum?id=Kyswf8Kj83,"[7, 7, 6, 7, 6, 5]",6.333333333333333,129
129,TempEL: Linking Dynamically Evolving and Newly Emerging Entities,https://openreview.net/forum?id=vrnqr3PG4yB,"[8, 7, 7, 9, 8, 4]",7.166666666666667,130
130,RuDar: Weather Radar Dataset for Precipitation Nowcasting with Geographical and Seasonal Variability,https://openreview.net/forum?id=mV26hJxtSyb,"[7, 3, 7]",5.666666666666667,131
131,ConfLab: A Rich Multimodal Multisensor Dataset of Free-Standing Social Interactions In-the-Wild,https://openreview.net/forum?id=CNJQKM5cV2o,"[7, 4, 7, 6, 7]",6.2,132
132,SAIC-IS: A Benchmark for High-Resolution Interactive Image Segmentation,https://openreview.net/forum?id=obfgpwBU_r_,"[7, 5, 4, 5, 5, 8, 8]",6.0,133
133,TextileNet: A Material Taxonomy-based Fashion Textile Dataset,https://openreview.net/forum?id=cWyacYBrVY,"[5, 3, 5, 7, 8, 7]",5.833333333333333,134
134,Benchmarking Heterogeneous Treatment Effect Models through the Lens of Interpretability,https://openreview.net/forum?id=ddPXQt-gM--,"[7, 7, 6, 3, 6, 7]",6.0,135
135,Multilingual Abusive Comment Detection at Scale for Indic Languages,https://openreview.net/forum?id=HCnb1TByvx7,"[4, 6, 6, 7, 4]",5.4,136
136,The BigScience Corpus A 1.6TB Composite Multilingual Dataset,https://openreview.net/forum?id=UoEw6KigkUn,"[10, 7, 6, 9, 5, 8]",7.5,137
137,SCERL: A Text-based Safety Benchmark for Reinforcement Learning Problems,https://openreview.net/forum?id=KCYYqvgQUHZ,"[5, 4, 4, 8, 7, 4]",5.333333333333333,138
138,CARLA-GeAR: A Dataset Generator for a Systematic Evaluation of Adversarial Robustness of Vision Models,https://openreview.net/forum?id=LmeIEe7XC-,"[4, 5, 6, 4, 5]",4.8,139
139,BLOX: Macro Neural Architecture Search Benchmark and Algorithms,https://openreview.net/forum?id=IIbJ9m5G73t,"[6, 5, 7, 5, 7]",6.0,140
140,Latent Density Models for Uncertainty Categorization,https://openreview.net/forum?id=_5wQjYFjidc,"[6, 4, 5, 5, 3, 4]",4.5,141
141,VISUALHANDICAPS: Systematic Handicaps for Text-based Games,https://openreview.net/forum?id=Y2oIfr6eN2U,"[3, 5, 3, 7, 7, 8]",5.5,142
142,AutoRL-Bench 1.0,https://openreview.net/forum?id=OQuswrK5ZDd,"[3, 4, 4, 5, 3, 7]",4.333333333333333,143
143,UniFed: A Benchmark for Federated Learning Frameworks,https://openreview.net/forum?id=KYcoRmqdY-,"[6, 4, 6, 6, 3, 4, 5]",4.857142857142857,144
144,A Benchmark for Federated Hetero-Task Learning,https://openreview.net/forum?id=YyzOqCVXtS9,"[5, 6, 2, 5, 4, 5]",4.5,145
145,Realistic Comparison of the Performance of DNN Classification Models when Evaluated on Multiple Similar Datasets,https://openreview.net/forum?id=YX_6gnBkprm,"[4, 6, 3, 4, 4, 4]",4.166666666666667,146
146,Benchmark Dataset for Precipitation Forecasting by Post-Processing the Numerical Weather Prediction,https://openreview.net/forum?id=uL0JX0IfrH,"[6, 7, 4, 5, 4, 5]",5.166666666666667,147
147,Model-Agnostic Label Quality Scoring to Detect Real-World Label Errors,https://openreview.net/forum?id=m65ir_8N6ta,"[5, 5, 9, 8, 4]",6.2,148
148,Towards Human-Level Bimanual Dexterous Manipulation with Reinforcement Learning,https://openreview.net/forum?id=D29JbExncTP,"[7, 6, 6, 5, 6, 7]",6.166666666666667,149
149,Unravelling the Performance of Physics-informed Graph Neural Networks for Dynamical Systems,https://openreview.net/forum?id=tXEe-Ew_ikh,"[6, 4, 5, 7]",5.5,150
150,Pile of Law: Learning Responsible Data Filtering from the Law and a 256GB Open-Source Legal Dataset,https://openreview.net/forum?id=3HCT3xfNm9r,"[5, 8, 8, 7]",7.0,151
151,DailyTalk: Spoken Dialogue Dataset for Conversational Text-to-Speech,https://openreview.net/forum?id=7ywelx5Yieb,"[4, 4, 4, 4, 6, 6]",4.666666666666667,152
152,HAPI: A Large-scale Longitudinal Dataset of Commercial ML API Predictions,https://openreview.net/forum?id=CZeIOfCjMf,"[5, 9, 7, 5]",6.5,153
153,FedGraphNN: A Federated Learning Benchmark System for Graph Neural Networks,https://openreview.net/forum?id=bUCgNT9jGK,"[6, 4, 4, 6, 4, 5]",4.833333333333333,154
154,DC-BENCH: Dataset Condensation Benchmark,https://openreview.net/forum?id=Bs8iFQ7AM6,"[4, 7, 7, 3, 4, 8]",5.5,155
155,Towards benchmarking and developing meta-teaching agents that can learn to teach,https://openreview.net/forum?id=bWTLEhZXfJB,"[5, 5, 5, 5, 5]",5.0,156
156,ELEVATER: A Benchmark and Toolkit for Evaluating Language-Augmented Visual Models,https://openreview.net/forum?id=hGl8rsmNXzs,"[7, 4, 6, 7, 6]",6.0,157
157,MVP-N: A Dataset and Benchmark for Real-World Multi-View Object Classification,https://openreview.net/forum?id=HYELrdRdJI,"[4, 7, 6]",5.666666666666667,158
158,OpenSRH: optimizing brain tumor surgery using intraoperative stimulated Raman histology,https://openreview.net/forum?id=2N8JzuiWZ25,"[3, 8, 5, 6, 9, 9]",6.666666666666667,159
159,DABS 2.0: Improved Datasets and Algorithms for Universal Self-Supervision,https://openreview.net/forum?id=ChWf1E43l4,"[4, 7, 8, 6, 6]",6.2,160
160,The StarCraft Multi-Agent Challenges$^{+}$ : Learning Multi-Stage Tasks and Environmental Factors without Precise Reward Functions,https://openreview.net/forum?id=9WqAXsbKDO,"[7, 6, 5, 4, 4]",5.2,161
161,EHRSQL: A Practical Text-to-SQL Benchmark for Electronic Health Records,https://openreview.net/forum?id=B2W8Vy0rarw,"[9, 10, 4, 8, 6]",7.4,162
162,HandMeThat: Human-Robot Communication in Physical and Social Environments,https://openreview.net/forum?id=nUTemM6v9sv,"[7, 6, 5, 4, 7, 5]",5.666666666666667,163
163,CLEVRER-Humans: Describing Physical and Causal Events the Human Way,https://openreview.net/forum?id=sd1fv0g3UO1,"[8, 4, 4, 8, 6, 4]",5.666666666666667,164
